City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1703,Westport,US,87.06,clear sky,41.1415,-73.3579,The Westport Inn
1705,Gudari,IN,76.95,overcast clouds,19.35,83.7833,Hotel maa majhigouri
1709,Hatillo,PR,82.96,broken clouds,18.4863,-66.8254,Hotel Parador El Buen Cafe
1710,Xiaoshi,CN,78.82,overcast clouds,41.2971,124.1209,Junsheng Fengweilou Farmstay
1711,Bonfim,BR,78.1,overcast clouds,3.0833,-59.95,
1716,Cartagena,CO,85.62,few clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
1717,Pucallpa,PE,89.64,few clouds,-8.3791,-74.5539,Hospedaje Komby
1722,Zaraza,VE,80.58,broken clouds,9.3503,-65.3245,Hotel Zaraza
1728,Wenling,CN,80.55,broken clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
1730,Yatou,CN,76.46,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
1731,Oshawa,CA,84.92,few clouds,43.9001,-78.8496,Travelodge by Wyndham Oshawa Whitby
1732,Manbij,SY,83.17,clear sky,36.5281,37.9549,Manbej City Hotel
1733,San Javier,ES,75.97,clear sky,37.8063,-0.8374,Hotel Mar Menor
1736,Abnub,EG,84.56,few clouds,27.2696,31.1511,Romany Adly Gad
1739,Luganville,VU,79.34,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
1740,Tambacounda,SN,86.05,clear sky,13.7539,-13.7586,
1743,Villa Bruzual,VE,78.15,broken clouds,9.3328,-69.1208,Edificio Guarente
1747,Saint Augustine,US,88.25,clear sky,29.8947,-81.3145,St. George Inn
1748,Pascagoula,US,88.41,scattered clouds,30.3658,-88.5561,Regency Inn
1752,Lardos,GR,83.95,clear sky,36.0942,28.0157,Lindos Princess Beach Hotel
1754,Salur,IN,76.86,overcast clouds,18.5333,83.2167,Pradeep
1756,Melfort,CA,80.56,scattered clouds,52.8667,-104.6177,Carra Valla Inn
1758,Phan Thiet,VN,76.69,moderate rain,10.9333,108.1,Hotel Saigon-PT
1764,Burdur,TR,75.72,clear sky,37.7203,30.2908,Alya Hotel
1765,Da Nang,VN,80.65,few clouds,16.0678,108.2208,Sun River Hotel
1766,Steamboat Springs,US,78.73,clear sky,40.485,-106.8317,Steamboat Grand
1767,Bartica,GY,82.72,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
1770,Rodrigues Alves,BR,88.0,scattered clouds,-7.738,-72.6509,Pousada Aconchego
1774,Caracoli,CO,76.98,broken clouds,6.4119,-74.7606,Casafinca JM
1776,Kaka,TM,81.95,broken clouds,37.3482,59.6143,
1778,Corinto,GR,87.69,clear sky,37.9407,22.9573,Ephira Hotel
1782,Taitung,TW,79.07,broken clouds,22.7583,121.1444,Taitung Bali Suites Hotel
1783,Alim,PH,81.03,broken clouds,9.5649,122.4876,Calamai Tropica
1785,Haldia,IN,82.13,broken clouds,22.0605,88.1097,Prayag Balaji Hotel
1788,Key Biscayne,US,87.82,overcast clouds,25.6937,-80.1628,"The Ritz-Carlton Key Biscayne, Miami"
1791,Esterhazy,CA,77.43,broken clouds,50.65,-102.0843,Canalta Hotel Esterhazy
1792,Haikou,CN,78.93,clear sky,20.0458,110.3417,Sun City Restaurant
1798,Ajdabiya,LY,79.92,clear sky,30.7554,20.2263,Almadina Hotel
1799,Marienburg,PL,76.66,moderate rain,54.0359,19.0266,Hotel Centrum Malbork
1801,Kandrian,PG,81.66,light rain,-6.2167,149.55,Kandrian Station
1802,Haicheng,CN,75.81,moderate rain,40.8516,122.7475,Haicheng Grand Hotel
1805,Surman,LY,78.66,broken clouds,32.7567,12.5716,عمارة السفير
1808,Dangriga,BZ,85.96,overcast clouds,16.9692,-88.2321,Chaleanor Hotel
1809,Dongsheng,CN,78.62,broken clouds,39.8161,109.9776,Crowne Plaza Ordos
1810,Kita,ML,76.33,light rain,13.0349,-9.4895,Hôtel Chat Rouge
1814,Uruzgan,AF,75.04,clear sky,32.8333,66.0,
1815,Palizada,MX,78.93,broken clouds,18.25,-92.0833,Hotel San Joaquín
1816,Mahibadhoo,MV,81.59,overcast clouds,3.7833,72.9667,Omadhoo Inn
1817,Tarandacuao,MX,75.72,broken clouds,20.0,-100.5333,Hotel Colosio
1818,Sanmenxia,CN,77.43,broken clouds,34.7747,111.1814,Pengzhou Hotel
1820,Anjiang,CN,79.25,broken clouds,27.3194,110.1031,Dahua Hotel
1823,Bousse,BF,78.37,overcast clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
1825,Gizo,SB,84.16,overcast clouds,-8.103,156.8419,Imagination Island
1832,Iwaki,JP,78.76,overcast clouds,37.05,140.8833,Toyoko Inn Iwaki Ekimae
1835,Grand Forks,US,80.53,smoke,47.9417,-97.4337,Warrior Inn
1837,Scottsbluff,US,78.82,few clouds,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
1838,Oum Hadjer,TD,85.35,overcast clouds,13.2954,19.6966,
1839,Esteli,NI,82.15,overcast clouds,13.0919,-86.3538,Friends & Family
1847,Portobelo,PA,81.86,overcast clouds,9.55,-79.65,Scuba Portobelo
1849,Guayaramerin,BO,81.1,few clouds,-10.8368,-65.3614,Hostal Funf
1850,Sassandra,CI,75.02,overcast clouds,4.95,-6.0833,la terrasse
1854,Milledgeville,US,86.49,clear sky,33.0801,-83.2321,Hampton Inn Milledgeville
1857,Wagar,SD,82.74,broken clouds,16.1525,36.2032,
1861,Shiraz,IR,81.84,few clouds,29.6036,52.5388,Kowsar Hotel
1862,Sao Miguel Do Araguaia,BR,76.23,clear sky,-13.275,-50.1628,Hotel Executivo Palace
1864,Dholka,IN,82.78,overcast clouds,22.7167,72.4667,jalalpur godhaneshwer
1865,Awjilah,LY,84.45,broken clouds,29.1081,21.2869,
1866,Chimore,BO,79.0,overcast clouds,-16.9833,-65.1333,Bichito
1867,Papayal,PE,75.49,broken clouds,-4.0761,-80.7361,
1871,La Cruz,MX,87.96,broken clouds,23.9167,-106.9,LIBERADOR DE CELULAS MADRE ADULTAS
1873,Santa Cruz Del Norte,CU,88.41,scattered clouds,23.1539,-81.9236,Felipon Pon Pon
1874,Morgan City,US,89.04,light rain,29.6994,-91.2068,Hampton Inn & Suites Morgan City
1879,Phuket,TH,83.08,moderate rain,8.0,98.25,The Surin Phuket
1882,Benjamin Constant,BR,82.53,light rain,-4.3831,-70.0311,CASA AVALIADA
1883,Lagos,NG,80.92,few clouds,6.5833,3.75,
1888,Nalut,LY,85.96,clear sky,30.3333,10.85,
1892,Aneho,TG,79.0,scattered clouds,6.2333,1.6,Hotel La Linette
1893,Padilla,CO,85.57,broken clouds,3.2204,-76.3139,La Granadina
1894,Fort-Shevchenko,KZ,78.66,clear sky,44.5086,50.263,Oasis hotel Bautino
1895,Calatagan,PH,80.49,overcast clouds,13.8833,120.65,Coral Bay Rest House
1898,Kamogata,JP,79.38,overcast clouds,34.5333,133.5833,Guest House Kominkaen
1904,Jiaojiang,CN,81.16,broken clouds,28.6803,121.4428,Jiaojiang Hotel
1907,Tubli,PH,80.78,overcast clouds,13.9318,124.1478,Maui Beach
1908,Bethel Park,US,83.52,few clouds,40.3276,-80.0395,"Crowne Plaza Suites Pittsburgh South, an IHG Hotel"
1911,San Rafael Del Sur,NI,83.37,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
1913,Eydhafushi,MV,81.7,overcast clouds,5.1033,73.0708,Soneva Fushi
1922,Puri,IN,84.38,scattered clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1924,Tamandare,BR,75.52,light rain,-8.7597,-35.1047,Pousada 100 Passos
1930,Chubbuck,US,89.69,clear sky,42.9208,-112.4661,Clarion Inn Pocatello
1932,Eirunepe,BR,79.63,broken clouds,-6.6603,-69.8736,Atrás de você
1933,Sodhra,PK,82.38,smoke,32.4616,74.1823,University mehra dee
1934,Lakeside,US,88.32,haze,30.13,-81.7682,Whitey's Fish Camp
1935,Ariquemes,BR,80.56,clear sky,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
1937,Baras,PH,81.88,overcast clouds,14.5234,121.2651,D'one Resort and Restaurant
1938,Maryville,US,83.57,broken clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
1939,Pombal,BR,82.78,few clouds,-6.7703,-37.8017,Pousada Shalom
1940,Fatehpur,IN,86.58,broken clouds,25.9333,80.8,Hotel Bombay Lodge
1948,Khorramshahr,IR,89.56,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
1949,Denpasar,ID,78.46,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1962,Wawa,NG,78.35,light rain,9.9022,4.4192,
1964,Abonnema,NG,75.31,broken clouds,4.7084,6.7931,Corper's Lodge Obonoma
1969,Kuryk,KZ,78.22,scattered clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
1970,Dongzhen,CN,78.49,scattered clouds,22.3797,110.9389,茂名中汇时尚酒店
