City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
856,Wichian Buri,TH,75.78,overcast clouds,15.6578,101.106,Mit Sali Hotel
858,Garowe,SO,78.46,broken clouds,8.4054,48.4845,Curubo Hotel
862,Koulikoro,ML,87.15,overcast clouds,14.0,-7.75,
866,Harper,LR,76.42,overcast clouds,4.375,-7.7169,Screensaver
869,Shache,CN,77.59,scattered clouds,38.4167,77.2406,Delong Hotel
872,Kourou,GF,81.1,broken clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
876,Acapulco,MX,87.62,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
880,Palaiokomi,GR,76.86,clear sky,40.8667,23.9,Ιωσηφιδου ελενη
881,Spearfish,US,76.24,broken clouds,44.4908,-103.8594,Travelodge by Wyndham Spearfish
882,Lakhisarai,IN,83.03,broken clouds,25.1768,86.0932,Hotel DRS Deluxe
883,New Amsterdam,GY,76.46,scattered clouds,6.25,-57.5167,Little Rock Suites
886,Tiznit,MA,75.0,scattered clouds,29.5833,-9.5,
887,Bafoulabe,ML,86.09,broken clouds,13.8065,-10.8321,
889,Kirakira,SB,83.89,broken clouds,-10.4544,161.9205,SanBiz Lodge
891,Touros,BR,79.7,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
893,Majene,ID,76.91,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
895,Daru,PG,80.01,overcast clouds,-9.0763,143.2092,Daru Lodge
901,Makakilo City,US,83.68,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
902,Taviran,PH,77.05,overcast clouds,7.1233,124.3197,
907,Rosetown,CA,85.98,clear sky,51.5501,-108.0014,Travelodge by Wyndham Rosetown
908,Port Blair,IN,80.64,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
909,Columbus,US,86.41,scattered clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
910,Damaturu,NG,82.96,overcast clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
914,Kanniyakumari,IN,80.83,light rain,8.0833,77.5667,Sparsa
917,Lacdayan,PH,79.81,scattered clouds,13.6,122.5333,BabyFlor
919,Murgab,TM,78.67,broken clouds,37.4966,61.9714,
923,Sarangani,PH,82.94,overcast clouds,5.4033,125.4636,Ballistic Islet
925,Jiazi,CN,83.59,few clouds,22.8779,116.067,Hotel Jin Hao
926,Russell,US,89.51,broken clouds,32.3502,-85.1999,Macs
929,Matay,EG,82.26,clear sky,28.419,30.7792,Nag Aespen
931,Ramshir,IR,89.35,clear sky,30.8946,49.4092,معصومه مهدیان
933,Mayor Pablo Lagerenza,PY,82.2,scattered clouds,-19.9309,-60.7718,
935,Port Jervis,US,86.02,broken clouds,41.3751,-74.6927,Hampton Inn Matamoras/Milford
943,Almeirim,BR,76.69,overcast clouds,-1.5233,-52.5817,Ricácio Hotel
946,Zavetnoye,RU,77.58,few clouds,47.1194,43.8903,
953,Brookings,US,77.41,overcast clouds,44.3114,-96.7984,"Holiday Inn Express & Suites Brookings, an IHG Hotel"
956,Porto Novo,BJ,78.62,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
957,Goderich,CA,81.21,few clouds,43.7501,-81.7165,Harmony Inn
958,French Harbor,HN,87.8,scattered clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
962,Buala,SB,84.24,light rain,-8.145,159.5921,Maringe Lagoon Lodge
969,Black River,JM,87.98,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
978,Pasuruan,ID,75.09,overcast clouds,-7.6453,112.9075,Pasuruan Hotel
979,Awbari,LY,87.94,clear sky,26.5921,12.7805,فندق أوباري
980,Panshi,CN,78.71,broken clouds,42.9422,126.0561,Shangkeyou Express Hotel
982,Sangueya,GN,75.67,overcast clouds,10.7,-14.3667,
983,Erzin,TR,83.12,few clouds,36.9559,36.2,Artemis Otel
987,Garden City,US,84.33,overcast clouds,42.3256,-83.331,Quality Inn & Suites Banquet Center
988,Sao Felix Do Xingu,BR,77.36,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
990,Erenhot,CN,77.72,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
992,Nanchong,CN,77.99,moderate rain,30.7951,106.0847,Marine Una Century Hotel
994,Kashi,CN,81.23,scattered clouds,39.4547,75.9797,帕米尔青年旅舍
997,Marsh Harbour,BS,82.33,few clouds,26.5412,-77.0636,Abaco Beach Resort
998,Shima,CN,82.42,light rain,24.4478,117.8111,龙海钻石大酒店
999,Cotonou,BJ,78.78,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
1000,Ferme-Neuve,CA,77.27,scattered clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
1004,Brownsville,US,87.8,clear sky,25.9018,-97.4975,University Inn & Suites
1005,Puerto Colombia,CO,86.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
1009,Manavgat,TR,82.81,clear sky,36.7867,31.4431,River Boutique Hotel
1013,Uribia,CO,86.67,broken clouds,11.7139,-72.266,Hotel Uribia
1014,Umm Lajj,SA,84.43,broken clouds,25.0213,37.2685,Moon light Furnished Units
1015,Rae Bareli,IN,84.33,broken clouds,26.2167,81.2333,Hotel Ashirwad Inn
1016,Manado,ID,77.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
1017,Tamale,GH,78.48,scattered clouds,9.4008,-0.8393,Tap Hotel
1022,Wattegama,LK,77.2,overcast clouds,6.7989,81.4808,
1029,Caibarien,CU,87.12,broken clouds,22.5206,-79.4669,La Nena
1031,Azare,NG,81.12,overcast clouds,11.6765,10.1948,Muk hostel
1036,Luba,GQ,75.09,light rain,3.4568,8.5547,
1040,Avera,US,84.38,overcast clouds,33.194,-82.5271,
1048,Leninsk,RU,75.06,scattered clouds,48.7119,45.1994,Turbaza Odisseya
1049,Nouakchott,MR,76.93,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
1059,Sawakin,SD,89.73,overcast clouds,19.1059,37.3321,فندق الدويم
1061,San Lorenzo,PY,77.94,broken clouds,-25.3333,-57.5333,Hotel del Sur
1062,Tongchuan,CN,78.53,overcast clouds,35.0806,109.0897,Tongchuan Hotel
1064,Tongren,CN,77.27,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
1065,Mayo,US,87.98,few clouds,38.8876,-76.5119,Resorts Resource Group International
1066,Puerto Cabezas,NI,85.96,scattered clouds,14.0351,-83.3888,Cabaña Caribe
1067,Houma,US,87.8,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
1071,Boyuibe,BO,78.71,scattered clouds,-20.4167,-63.2833,Residencial Eluzai
1072,Mapanas,PH,78.8,broken clouds,12.475,125.2562,The Yellow House
1074,Kailua,US,85.14,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
1076,Porto Murtinho,BR,80.2,overcast clouds,-21.6989,-57.8825,Hotel Pantanal
1082,Honolulu,US,84.96,light rain,21.3069,-157.8583,Aston at the Executive Centre Hotel
1083,Kuala Terengganu,MY,75.15,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
1084,Uarini,BR,76.95,broken clouds,-2.99,-65.1083,
1087,Rock Sound,BS,81.54,clear sky,24.9,-76.2,Rock Sound Club
1090,Robertsport,LR,77.83,light rain,6.7533,-11.3686,Kwepunha Retreat
1093,Fairview,US,86.56,clear sky,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
1094,Wanxian,CN,81.05,overcast clouds,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
1095,The Pas,CA,78.8,broken clouds,53.8251,-101.2541,Wescana Inn
1097,Bluefield,US,80.64,few clouds,37.2698,-81.2223,Economy Inn
1099,Rockledge,US,85.08,clear sky,28.3508,-80.7253,Aladdin Motel
1103,Muisne,EC,82.51,overcast clouds,0.6,-80.0333,Quinta Samay
1107,Cruz,BR,78.91,overcast clouds,-2.9178,-40.1717,Hotel Villaboibom
1109,Moerai,PF,75.61,broken clouds,-22.4333,-151.3333,Le Manotel
1111,Bodden Town,KY,87.8,scattered clouds,19.2833,-81.25,Will T Place
1112,Itarema,BR,79.3,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
1113,Champerico,GT,84.34,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1115,Mengcheng,CN,83.79,heavy intensity rain,33.2579,116.5655,Jinliang Hotel
1116,Gimli,CA,83.43,scattered clouds,50.6336,-96.9907,Lakeview Gimli Resort
1118,Jiaozuo,CN,79.56,scattered clouds,35.2397,113.2331,Days Hotel and Suites Jiaozuo
1119,Cam Ranh,VN,76.96,light rain,11.9214,109.1591,OYO 598 Peony Hotel
1123,Pundaguitan,PH,81.54,broken clouds,6.3711,126.1689,Leonardo Family Beach House 1
1124,Seoul,KR,82.0,clear sky,37.5683,126.9778,롯데호텔 서울
1126,Belgrade,RS,83.86,clear sky,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
1127,Puro,PH,81.23,overcast clouds,12.4841,123.3827,
1128,Tiarei,PF,84.22,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1131,Tibacuy,CO,77.0,light rain,4.3511,-72.4564,hospedaje las palmas
1133,Svay Rieng,KH,75.78,overcast clouds,11.0879,105.7993,Apsara guesthouse
1134,Kandri,IN,76.57,broken clouds,21.4167,79.2667,OYO 69410 Sip & Bite Restaurant N Lodging
1136,Warri,NG,75.13,overcast clouds,5.5167,5.75,BON Hotel Delta
1140,Chechat,IN,89.78,broken clouds,24.7667,75.8833,"Shri raghunath palace, hotal & restrorent"
1141,Myanaung,MM,78.93,light rain,18.2833,95.3167,Taung Hlay Khar
1147,Huanren,CN,77.88,broken clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
1153,Huilong,CN,80.98,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
1158,Ipixuna,BR,80.55,overcast clouds,-1.7625,-48.8043,Casa da Oscarina
1162,San Policarpo,PH,78.94,broken clouds,12.1791,125.5072,JM Lodge
1166,Nushki,PK,85.77,scattered clouds,29.5542,66.0215,Shams hotel
1170,Veraval,IN,81.95,overcast clouds,20.9,70.3667,Lords Inn Somnath
1172,Boffa,GN,75.92,light rain,10.1667,-14.0333,Hôtel Niara Belly
1173,Suruc,TR,82.6,clear sky,36.9761,38.425,PEHLİVANKESMESİ KÖYÜ
1177,San Carlos,VE,77.56,scattered clouds,9.6612,-68.5827,Hotel Paternopoli
1182,Tubuala,PA,83.34,overcast clouds,9.5167,-79.0333,Río Nabagana
1183,Bairiki,KI,84.2,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
1184,Trincomalee,LK,80.17,overcast clouds,8.5711,81.2335,Welcombe Hotel
1186,Oussouye,SN,84.29,overcast clouds,12.485,-16.5469,Auberge du Routard
1187,Khartoum,SD,89.02,scattered clouds,15.5518,32.5324,Hotel China
1188,Tottori,JP,78.87,broken clouds,35.5,134.2333,Hotel Monarque Tottori
1191,Mersing,MY,75.11,overcast clouds,2.4312,103.8405,Timotel Hotel
1195,Dhidhdhoo,MV,81.5,light rain,6.8833,73.1,Dhidhoo beach
1196,Dalbandin,PK,85.62,broken clouds,28.8947,64.4101,Sanjrani House
1198,Pingdingshan,CN,78.3,overcast clouds,33.7385,113.3012,Chengfu Hotel
1200,Hengyang,CN,82.89,clear sky,26.8881,112.615,Honglin Guesthouse
1208,Sai Buri,TH,75.9,overcast clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
1210,Honiara,SB,86.38,broken clouds,-9.4333,159.95,Heritage Park Hotel
1211,Srikakulam,IN,79.88,overcast clouds,18.3,83.9,Sriram residency
1213,Vaitape,PF,79.66,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
1214,Yarmouth,US,83.05,mist,41.7057,-70.2286,Blue Rock Resort
1222,Gushikawa,JP,83.43,clear sky,26.3544,127.8686,Kirari Guest House
1223,Iquitos,PE,84.24,scattered clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1224,Liuzhou,CN,78.64,broken clouds,24.3126,109.3892,Linjiang Inn
1227,Tocache,PE,77.2,scattered clouds,-8.1842,-76.5125,Hotel Ortiz
1228,Tabou,CI,76.42,overcast clouds,4.423,-7.3528,hotêl doufoulougou
1231,Jiwani,PK,86.41,moderate rain,25.05,61.7417,Al Mumtaz Transport Jiwani
1236,Pedernales,DO,81.86,overcast clouds,18.0384,-71.744,Hotel Costa Marina
1242,Helong,CN,76.03,broken clouds,42.5397,128.9972,Helong Hotel
1245,Yueyang,CN,81.46,overcast clouds,29.3333,113.0919,Delong Fortune Hotel
1246,Geri,CY,81.79,clear sky,35.1,33.4167,Latsia Budget Residences
1248,Sarankhola,BD,80.13,overcast clouds,22.3082,89.7897,Md Mostafiz Mir Al Imran's House
1249,Praia,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
1250,Zhuhai,CN,84.11,few clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
1256,Kangaba,ML,80.38,light rain,11.9333,-8.4167,Hôtel Mandé
1260,Iranduba,BR,84.52,scattered clouds,-3.2847,-60.1861,Evolução Ecolodge
1263,Tongliao,CN,77.76,overcast clouds,43.6125,122.2653,Meirujia Hotel
1266,Turayf,SA,84.45,clear sky,31.6725,38.6637,Turaif
1271,Wanning,CN,81.1,few clouds,18.8003,110.3967,Paradise Hotel
1273,Bemidji,US,80.89,haze,47.4736,-94.8803,Hampton Inn & Suites Bemidji
1274,Dingli,MT,77.81,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
1277,Douglas,US,85.3,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
1278,Urayasu,JP,78.26,broken clouds,35.6706,139.8886,Pearl Hotel Kasai
1283,Riberalta,BO,88.0,few clouds,-10.9833,-66.1,Hotel Colonial
1284,Mandera,KE,75.78,broken clouds,3.9366,41.867,Kornesh Hotel and Lodging
1291,Contamana,PE,82.13,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
1293,Middle Island,US,84.58,clear sky,40.8843,-72.9373,Camp Wilderness (not an actual campground)
1294,Ucluelet,CA,85.05,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
1299,Yuli,NG,76.08,overcast clouds,9.6989,10.2744,
1300,Mitsamiouli,KM,76.98,few clouds,-11.3847,43.2844,Foyer ADM
1303,Maues,BR,78.69,overcast clouds,-3.3836,-57.7186,Hotel Miramar
1310,Gorontalo,ID,76.48,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1313,Rajapur,IN,89.04,broken clouds,25.3833,81.15,B.K. Computer & Janseva Kendra
1317,Harlingen,US,87.76,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
1320,Churapcha,RU,75.13,broken clouds,62.0025,132.4325,
1321,Bac Lieu,VN,77.34,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1329,Redmond,US,84.42,clear sky,47.674,-122.1215,Seattle Marriott Redmond
1331,Bedi,IN,83.98,overcast clouds,22.5,70.05,Hotel Aram
1332,Gazi,GR,82.6,clear sky,35.3253,25.0669,Sun Hotel
1333,Maturin,VE,75.78,clear sky,9.75,-63.1767,Hotel Residencial La Pichincha
1334,Maceio,BR,76.44,scattered clouds,-9.6658,-35.7353,Poutur Pousada
1337,Yuanping,CN,75.56,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
1338,Pyay,MM,77.92,overcast clouds,18.8167,95.2167,Shwe Pyi Thar
1340,Havelock,US,84.94,few clouds,34.8791,-76.9013,Sherwood Motel
1344,Lang Suan,TH,76.42,overcast clouds,9.9456,99.0785,Langsuan Resort
1346,Boli,CN,80.49,overcast clouds,45.7667,130.5167,The Disabled Recovery Xunlianshi
1348,Roma,US,80.82,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
1361,Vilhena,BR,80.82,few clouds,-12.7406,-60.1458,Hotel Mirage
1364,Blackstone,US,83.75,broken clouds,42.0179,-71.5412,Morning Star Lodge 13
1367,Gasa,PS,78.78,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
1369,Bani,DO,83.64,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
1370,Manoharpur,IN,83.35,overcast clouds,27.3,75.95,कैथल हरियाणा होटल
1371,Deulgaon Raja,IN,75.02,overcast clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
1373,Biltine,TD,85.86,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
1375,Lufilufi,WS,85.78,clear sky,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1377,Amli,IN,77.45,overcast clouds,20.2833,73.0167,Hotel Soubhagya Inn
1379,Caucaia,BR,80.55,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
1382,Axim,GH,76.57,light rain,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
1383,Kilindoni,TZ,77.5,scattered clouds,-7.9139,39.6668,Bustani B&B
1384,North Platte,US,77.99,overcast clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
1386,Chicacao,GT,83.82,overcast clouds,14.5333,-91.3167,Parada de buses para cutzan y nahualate.
1389,Tandalti,SD,80.96,overcast clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
1390,Dubti,ET,89.65,overcast clouds,11.7361,41.0853,degu Shiferaw
1391,Tirodi,IN,77.18,overcast clouds,21.6833,79.7,Sameer Ali
1394,Mana,GF,78.24,overcast clouds,5.6592,-53.7767,LE SAMANA
1396,Yining,CN,79.84,broken clouds,29.0361,114.5636,Xiushui Hotel
1398,Acarau,BR,79.3,broken clouds,-2.8856,-40.12,castelo pizzaria
1400,Coaticook,CA,77.61,scattered clouds,45.1334,-71.7991,La Nuitée
1402,Conakry,GN,75.27,light rain,9.538,-13.6773,Riviera Royal Hotel
1403,Rudbar,AF,89.24,few clouds,30.15,62.6,
1405,Esna,EG,86.25,broken clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
1408,Sabha,LY,86.34,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
1409,San Matias,BO,81.23,clear sky,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
1415,Kashan,IR,87.44,clear sky,33.9831,51.4364,Manouchehri Traditional House
1416,Kerrville,US,87.46,clear sky,30.0474,-99.1403,Inn Of The Hills Hotel & Conference Center
1417,Songjianghe,CN,76.77,clear sky,42.1859,127.479,Sijisheng Fashion Guest House
1419,Angoram,PG,79.56,overcast clouds,-4.0625,144.0661,
1420,Gewane,ET,76.23,moderate rain,10.1664,40.6453,
1421,Dicamay,PH,77.45,scattered clouds,16.7561,122.0037,
1434,Yorosso,ML,80.15,overcast clouds,12.3536,-4.7761,Maison d'arrêt et de correction de Yoro
1441,Bull Savanna,JM,81.66,few clouds,17.8868,-77.5902,Big Red's
1442,Tateyama,JP,80.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
1454,Kidal,ML,89.53,scattered clouds,18.4411,1.4078,
1457,Buchanan,LR,76.41,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
1458,Itoman,JP,86.02,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1459,Lithakia,GR,75.33,clear sky,37.7167,20.8333,Zante Plaza Hotel & Apartments
1461,Brewster,US,87.08,scattered clouds,41.3973,-73.6171,Heidi's Inn
1465,Farkhor,TJ,81.48,scattered clouds,37.4922,69.4036,Khonai Abdulkhayrov
1467,Diamantino,BR,77.02,clear sky,-14.4086,-56.4461,Hotel Delta
1468,Vizianagaram,IN,78.28,overcast clouds,18.1167,83.4167,Anupriya Residency
1472,Palkonda,IN,77.85,overcast clouds,18.6,83.75,Ayyappa Shankar residency
1474,Pasni,PK,86.49,light rain,25.2631,63.471,Kashmiri Hotal
1476,Gallup,US,84.96,broken clouds,35.5281,-108.7426,El Capitan Motel
1477,Xuchang,CN,76.08,light rain,34.0167,113.8167,Super 8 Hotel
1478,Jibuti,DJ,89.02,overcast clouds,11.5,42.5,Orchid Main Camp Goubet
1481,Cabedelo,BR,77.67,few clouds,-6.9811,-34.8339,Hotel Pigalle
1483,Jacqueville,CI,78.71,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
1484,Maple Valley,US,81.45,clear sky,47.3927,-122.0464,Linda's By The Lake Bed & Breakfast
1486,Weyburn,CA,85.17,clear sky,49.6668,-103.8511,Perfect Inns & Suites
1493,Mackenzie,CA,81.86,broken clouds,55.2999,-123.1698,Hilton Shop
1494,Phichit,TH,75.42,overcast clouds,16.25,100.4167,Rommakham Homestay
1495,Madang,PG,82.18,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
1497,Lalig,PH,81.48,overcast clouds,13.9764,121.3275,Villa Escudero Plantations and Resort
1499,Maniwaki,CA,78.44,few clouds,46.3834,-75.966,Centre Chateau Logue
1500,Chenzhou,CN,80.17,broken clouds,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
1501,Pemberton,CA,89.29,clear sky,50.3164,-122.8027,Pemberton Valley Lodge
1503,Bengbu,CN,83.03,heavy intensity rain,32.9408,117.3608,Howard Johnson Nanshan Plaza
1506,Bowling Green,US,87.73,few clouds,36.9903,-86.4436,Hilton Garden Inn Bowling Green
1508,Carsamba,TR,76.75,scattered clouds,41.1989,36.7219,Carsamba Ogretmenevi
1510,Afua,BR,75.02,broken clouds,-0.1567,-50.3867,Hotel Dias
1513,Jacksonville,US,89.11,haze,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
1514,The Valley,AI,84.06,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
1515,Plainview,US,86.77,clear sky,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
1520,Billings,US,87.3,few clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
1524,Kizukuri,JP,76.1,scattered clouds,40.8061,140.3861,Hotel memory
1525,Cayhagan,PH,80.65,broken clouds,9.6697,122.4256,Melrose Beach Resort
1530,Nata,PA,80.47,overcast clouds,8.3333,-80.5167,Cabañas Estancia Bayamon
1538,Grants,US,80.83,broken clouds,35.1473,-107.8514,"Motel 6 Grants, NM"
1543,Valcourt,CA,77.34,scattered clouds,45.5001,-72.3158,Motel du Canton
1545,Nha Trang,VN,77.0,broken clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
1546,Litovko,RU,79.2,light rain,49.2361,135.1742,
1551,Ilorin,NG,77.36,clear sky,8.5,4.55,Ayala Suite Annex
1555,Amahai,ID,75.74,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
1556,Nizwa,OM,84.69,overcast clouds,22.9333,57.5333,Orient Apartments
1558,Muscle Shoals,US,88.97,clear sky,34.7448,-87.6675,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals
1560,Loukisia,GR,86.36,clear sky,38.4833,23.45,ΚΤΗΜΑ ΑΝΘΗΔΩΝ
1561,Ransang,PH,80.49,overcast clouds,8.9603,117.5828,Black and Crystal Sand Campsite
1565,Hun,LY,84.11,clear sky,29.1268,15.9477,Alrwasi Hotel
1570,Yola,NG,75.43,light rain,9.2,12.4833,Muna Hotel
1573,Bang Saphan,TH,76.96,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
1577,Akaltara,IN,80.02,overcast clouds,22.0167,82.4333,Hotel Brindavan
1578,Santa Marta,CO,81.75,scattered clouds,11.2408,-74.199,Casa de Isabella
1581,Aloleng,PH,82.13,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
1589,Athens,GR,87.19,clear sky,37.9795,23.7162,Novotel Athenes
1591,Marzuq,YE,77.95,overcast clouds,14.4,46.4667,
1594,Sakaiminato,JP,76.98,broken clouds,35.55,133.2333,味処・民宿 まつや
1599,Pithora,IN,78.64,overcast clouds,21.2667,82.5167,Megha creation's home
1601,Anaconda,US,86.95,clear sky,46.1285,-112.9423,Trade Wind Motel
1602,Barra Patuca,HN,81.52,overcast clouds,15.8,-84.2833,
1603,Cortez,US,76.51,broken clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
1607,Mogadishu,SO,76.08,broken clouds,2.0371,45.3438,Hotel Juba
1609,Tabuk,PH,77.38,scattered clouds,17.4189,121.4443,Golden Berries Hotel and Convention
1610,Erdaojiang,CN,79.14,overcast clouds,41.7764,126.0319,Tonggang Hotel
1615,Yaguajay,CU,81.34,light rain,22.3272,-79.2378,Hostal La Terraza
1616,Baiao,BR,80.31,broken clouds,-2.7906,-49.6717,Hotel Eurosono
1622,Pocone,BR,81.19,clear sky,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
1623,Kalmunai,LK,82.09,overcast clouds,7.4167,81.8167,VS Villa
1625,Shenjiamen,CN,79.11,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
1627,Dauphin,CA,76.66,broken clouds,51.1494,-100.0502,Canway Inn & Suites
1628,Farmington,US,81.28,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
1629,Enshi,CN,76.44,broken clouds,30.3,109.4833,Moevenpick Enshi
1634,Keffi,NG,79.18,overcast clouds,8.8486,7.8736,Imam Family
1636,Khed Brahma,IN,82.83,moderate rain,24.0333,73.05,UMIYA NASTA HOUSE
1640,High Level,CA,85.35,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
1641,Sukumo,JP,78.66,broken clouds,32.9333,132.7333,Sukumojo
1646,Isabela,PH,75.25,broken clouds,6.7085,121.9711,Isawad Resort
1647,Novo Aripuana,BR,78.58,broken clouds,-5.1206,-60.3797,Hotel Ezequiel
1648,Nanzhou,CN,79.88,light rain,29.3596,112.4024,兴禹国际大酒店
1651,Tukrah,LY,78.51,clear sky,32.5341,20.5791,Lokta restaurant
1654,Birjand,IR,82.87,scattered clouds,32.8663,59.2211,Birjand Tourist Hotel
1655,San Pedro De Macoris,DO,78.49,overcast clouds,18.4616,-69.2972,Apartahotel Guaraguao
1661,Puerto Ayacucho,VE,76.62,broken clouds,5.6639,-67.6236,Posada Turistica Manapiare
1663,Changde,CN,80.46,overcast clouds,29.0464,111.6783,Kangshida Hotel
1664,Gaziantep,TR,80.26,clear sky,37.0594,37.3825,Novotel Gaziantep
1666,Kunya,NG,82.56,few clouds,12.2233,8.5325,
1670,Tamiahua,MX,83.19,few clouds,21.2667,-97.45,Mission Of The Sun Hotel
1671,Puerto Gaitan,CO,76.39,moderate rain,4.3133,-72.0816,Brisas del Yucao
1676,Cuiluan,CN,77.63,overcast clouds,47.72,128.648,Shuncheng Hotel
1677,Rawlins,US,85.33,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
1680,Tefe,BR,77.11,scattered clouds,-3.3542,-64.7114,Aracati Hotel
1685,Littleton,US,80.47,overcast clouds,39.6133,-105.0166,InTown Suites Extended Stay Denver CO - Englewood
1686,Dwarka,IN,83.53,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
1687,Lewistown,US,84.9,few clouds,40.5992,-77.5714,Quality Inn & Suites
1689,Zhanaozen,KZ,76.64,broken clouds,43.3,52.8,K.korabay 28A
1692,Morelia,MX,76.14,broken clouds,19.7008,-101.1844,"Hotel Alameda Morelia, Centro Histórico"
1694,Alexandria,EG,79.11,clear sky,31.2156,29.9553,Royal Crown Hotel
1696,Shirgaon,IN,80.13,overcast clouds,19.7,72.7,"Samarth Krupa Farm, Palghar"
1697,Banff,CA,84.92,scattered clouds,51.1762,-115.5698,Banff Aspen Lodge
1699,Owensboro,US,88.02,few clouds,37.7742,-87.1133,Courtyard by Marriott Owensboro
