City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Hamadan,IR,34.7992,48.5146,71.96,23,0,5.23,clear sky
345,Freeport,US,40.6576,-73.5832,87.28,83,1,5.99,clear sky
346,Linxia,CN,35.6003,103.2064,62.82,80,100,1.72,overcast clouds
347,Davila,PH,18.4726,120.5763,78.78,77,65,4.25,broken clouds
348,Buraydah,SA,26.326,43.975,95.45,15,35,7.81,scattered clouds
349,Nemuro,JP,43.3236,145.575,60.03,96,87,2.33,overcast clouds
350,Cranendonck,NL,51.2775,5.5837,66.88,96,90,5.99,overcast clouds
351,Sudogda,RU,55.9539,40.8629,67.62,91,85,2.66,overcast clouds
352,Coria,ES,39.9879,-6.5377,72.16,25,95,6.67,overcast clouds
353,Tessalit,ML,20.1986,1.0114,88.99,35,86,11.74,overcast clouds
354,Indian Trail,US,35.0768,-80.6692,89.73,63,1,6.91,clear sky
355,Palm Coast,US,29.585,-81.2078,85.08,71,100,1.01,overcast clouds
356,Port-Gentil,GA,-0.7193,8.7815,75.16,83,40,10.36,scattered clouds
357,Lethem,GY,3.3803,-59.7968,76.23,90,80,5.91,broken clouds
358,Duluth,US,46.7833,-92.1066,68.59,80,1,1.99,clear sky
359,Matagami,CA,49.7502,-77.6328,62.55,72,93,8.95,overcast clouds
360,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,78,0,11.5,clear sky
361,Boende,CD,-0.2167,20.8667,79.61,53,82,1.23,broken clouds
362,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,73,75,8.72,broken clouds
363,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,80.28,37,6,4.12,clear sky
364,Bow Island,CA,49.8668,-111.3684,89.62,19,5,12.95,clear sky
365,Bandarbeyla,SO,9.4942,50.8122,79.56,73,57,27.54,broken clouds
366,Bethel,US,41.3712,-73.414,86.11,78,40,6.91,scattered clouds
367,Morristown,US,36.214,-83.2949,83.71,67,42,3.58,scattered clouds
368,Port-Cartier,CA,50.0334,-66.8654,59.94,99,100,6.4,overcast clouds
369,Talcahuano,CL,-36.7167,-73.1167,49.68,81,0,6.91,clear sky
370,Charters Towers,AU,-20.1,146.2667,70.99,75,100,11.72,overcast clouds
371,Requena,ES,39.4883,-1.1004,67.37,60,69,4.38,broken clouds
372,Palauig,PH,15.435,119.9045,82.44,77,100,4.03,overcast clouds
373,Krasnoselkup,RU,65.7,82.4667,46.29,65,77,11.54,broken clouds
374,Saint-Joseph,RE,-21.3667,55.6167,66.56,78,60,12.64,broken clouds
375,Havoysund,NO,70.9963,24.6622,49.08,86,85,5.7,overcast clouds
376,Jacareacanga,BR,-6.2222,-57.7528,80.49,45,10,0.96,clear sky
377,Lisala,CD,2.15,21.5167,75.31,66,76,1.86,broken clouds
378,Tres Lagoas,BR,-20.7511,-51.6783,73.11,33,31,7.09,scattered clouds
379,Silvino Lobos,PH,12.3,124.8333,77.63,90,53,1.32,broken clouds
380,Maku,IR,39.2911,44.4521,63.79,77,82,3.38,broken clouds
381,Tommot,RU,58.9564,126.2925,65.59,71,100,5.46,overcast clouds
382,Tirumullaivasal,IN,11.2333,79.8333,80.33,76,100,10.69,heavy intensity rain
383,Sept-Iles,CA,50.2001,-66.3821,60.26,92,100,3.0,overcast clouds
384,Charleston,US,32.7766,-79.9309,89.76,66,1,5.99,clear sky
385,Ancud,CL,-41.8697,-73.8203,46.22,81,79,5.21,broken clouds
386,Guanay,BO,-15.4975,-67.8797,73.99,82,75,1.12,broken clouds
387,Tevaitoa,PF,-16.7833,-151.5,79.18,76,36,18.86,light rain
388,Canosa Di Puglia,IT,41.2196,16.0675,78.58,54,6,9.66,clear sky
389,Gold Coast,AU,-28.0,153.4333,63.0,86,90,1.99,light intensity shower rain
390,Agirish,RU,61.9247,63.0231,43.77,70,0,3.83,clear sky
391,Kloulklubed,PW,7.0419,134.2556,81.1,75,100,11.7,overcast clouds
392,Akyab,MM,20.15,92.9,81.46,82,52,6.02,broken clouds
393,Zanesville,US,39.9404,-82.0132,84.58,65,1,5.75,clear sky
394,Weihe,CN,32.9952,105.3247,68.56,99,100,3.27,light rain
395,Marsabit,KE,2.3284,37.9899,63.52,55,88,21.27,overcast clouds
396,Kemijarvi,FI,66.7131,27.4306,56.44,73,99,6.17,overcast clouds
397,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,94,20,8.95,few clouds
398,Luanda,AO,-8.8368,13.2343,69.8,88,40,4.61,scattered clouds
399,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.94,47,19,5.48,few clouds
400,Minbu,MM,20.1833,94.8833,79.68,78,93,4.94,overcast clouds
401,Pathein,MM,16.7833,94.7333,78.04,92,100,1.57,overcast clouds
402,Zhigansk,RU,66.7697,123.3711,52.57,45,1,10.56,clear sky
403,Gisborne,NZ,-38.6533,178.0042,50.95,60,43,9.42,scattered clouds
404,Pemangkat,ID,1.1667,108.9667,74.64,85,100,6.73,overcast clouds
405,Mount Gambier,AU,-37.8333,140.7667,51.71,93,75,11.5,broken clouds
406,Manitouwadge,CA,49.1215,-85.8403,74.21,35,47,4.05,scattered clouds
407,Trairi,BR,-3.2778,-39.2689,79.5,80,49,12.19,scattered clouds
408,Verkh-Usugli,RU,52.7,115.1667,58.89,96,99,2.21,overcast clouds
409,Kavaratti,IN,10.5669,72.642,82.72,81,98,18.86,overcast clouds
410,Tashtyp,RU,52.7939,89.8983,59.67,97,100,2.91,light rain
411,Stephenville,US,32.2207,-98.2023,91.4,52,40,9.22,scattered clouds
412,La Brea,HN,15.8,-85.9667,87.31,66,20,12.66,few clouds
413,Turangi,NZ,-39.0,175.9333,45.01,82,99,5.46,overcast clouds
414,Bogorodskoye,RU,56.55,37.8833,69.78,89,57,0.38,broken clouds
415,Shelburne,CA,44.0787,-80.2041,80.13,73,4,8.08,clear sky
416,Rocha,UY,-34.4833,-54.3333,50.99,97,100,8.03,moderate rain
417,Natividade,BR,-21.0422,-41.9733,67.93,70,82,4.32,broken clouds
418,Pirawa,IN,24.1551,76.0273,89.15,52,93,4.97,overcast clouds
419,Craig,US,40.5153,-107.5464,83.39,32,1,18.41,clear sky
420,Qaqortoq,GL,60.7167,-46.0333,48.78,77,39,2.48,scattered clouds
421,Brigham City,US,41.5102,-112.0155,98.2,19,1,1.99,clear sky
422,Ponnani,IN,10.767,75.9252,72.72,85,100,6.76,overcast clouds
423,Salekhard,RU,66.53,66.6019,49.69,65,99,7.07,overcast clouds
424,Morondava,MG,-20.2833,44.2833,70.72,49,13,11.21,few clouds
425,Gamba,GA,-2.65,10.0,70.43,89,40,5.99,scattered clouds
426,Ugoofaaru,MV,5.6667,73.0,82.38,79,98,13.49,overcast clouds
427,Camana,PE,-16.6228,-72.7111,61.05,86,75,8.77,broken clouds
428,Airai,TL,-8.9266,125.4092,59.76,73,100,3.33,overcast clouds
429,Mariental,NA,-24.6333,17.9667,39.27,30,0,11.36,clear sky
430,Cherskiy,RU,68.75,161.3,63.88,52,24,12.48,few clouds
431,Whitehorse,CA,60.7161,-135.0538,57.02,61,99,7.09,overcast clouds
432,Yulara,AU,-25.2406,130.9889,44.44,100,41,0.0,scattered clouds
433,Carutapera,BR,-1.195,-46.02,75.76,93,34,8.77,scattered clouds
434,Yarada,IN,17.65,83.2667,80.65,81,82,4.9,broken clouds
435,Magalia,US,39.8121,-121.5783,100.54,14,0,9.82,clear sky
436,Jinji,CN,23.2281,110.8261,78.87,81,21,0.89,few clouds
437,Srivardhan,IN,18.0333,73.0167,78.3,95,100,15.99,overcast clouds
438,Dosso,NE,13.049,3.1937,89.06,50,66,9.8,broken clouds
439,Lieksa,FI,63.3167,30.0167,66.34,64,61,2.89,broken clouds
440,Geraldton,AU,-28.7667,114.6,61.21,67,90,16.11,overcast clouds
441,Khash,IR,28.2211,61.2158,77.81,57,81,3.38,broken clouds
442,Aitape,PG,-3.1374,142.3475,81.82,78,98,4.34,overcast clouds
443,Oranjemund,NA,-28.55,16.4333,56.25,39,0,4.38,clear sky
444,Seminole,US,28.7086,-81.2081,83.01,86,1,1.01,clear sky
445,Leningradskiy,RU,69.3833,178.4167,45.79,88,99,8.08,light rain
446,Cajamarca,PE,-7.1638,-78.5003,66.27,42,20,3.44,light rain
447,Ouagadougou,BF,12.3642,-1.5383,78.93,89,0,3.44,light rain
448,Amapa,BR,1.0,-52.0,72.46,98,89,2.93,overcast clouds
449,Midland,US,31.9974,-102.0779,92.68,35,1,14.97,clear sky
450,Hokitika,NZ,-42.7167,170.9667,54.64,88,100,5.64,overcast clouds
451,Berkak,NO,62.825,10.0118,55.8,93,24,1.36,few clouds
452,Namatanai,PG,-3.6667,152.4333,82.51,77,88,7.92,light rain
453,Gaffney,US,35.0718,-81.6498,89.47,60,89,3.4,overcast clouds
454,Auki,SB,-8.7676,160.7034,83.43,72,82,6.46,broken clouds
455,Lagoa,PT,39.05,-27.9833,68.5,83,100,14.7,overcast clouds
456,Pirovskoye,RU,57.6267,92.2658,64.0,80,15,3.51,few clouds
457,Juneau,US,58.3019,-134.4197,60.84,81,90,1.01,light rain
458,Berbera,SO,10.4396,45.0143,89.73,44,92,23.17,overcast clouds
459,Penzance,GB,50.1186,-5.5371,57.88,93,43,8.43,scattered clouds
460,Melo,UY,-32.3667,-54.1833,55.45,98,100,11.36,moderate rain
461,Loutra,GR,39.0569,26.545,77.76,65,0,11.5,clear sky
462,Podgornoye,RU,51.735,39.1496,64.62,72,0,0.0,clear sky
463,Isangel,VU,-19.55,169.2667,77.11,78,75,6.91,broken clouds
464,Nome,US,64.5011,-165.4064,51.87,82,90,10.36,overcast clouds
465,Nelson Bay,AU,-32.7167,152.15,59.95,100,30,9.44,scattered clouds
466,Coari,BR,-4.085,-63.1414,75.27,87,82,0.6,broken clouds
467,Jiquilisco,SV,13.3167,-88.5833,95.68,66,85,3.36,overcast clouds
468,Meulaboh,ID,4.1363,96.1285,75.6,86,97,3.67,light rain
469,Ust-Maya,RU,60.4167,134.5333,71.33,55,23,2.95,few clouds
470,Kaoma,ZM,-14.7833,24.8,60.78,43,75,5.73,broken clouds
471,Velsk,RU,61.0701,42.0983,64.65,60,30,1.32,scattered clouds
472,Purranque,CL,-40.9167,-73.1667,47.53,98,88,1.57,overcast clouds
473,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.36,87,14,9.66,few clouds
474,Allanridge,ZA,-27.7543,26.6438,35.08,35,0,3.51,clear sky
475,Misratah,LY,32.3754,15.0925,80.04,80,0,10.89,clear sky
476,Horizontina,BR,-27.6258,-54.3078,69.15,53,91,5.77,light rain
477,Mwingi,KE,-0.9344,38.0601,64.35,75,89,6.2,overcast clouds
478,Ciudad Bolivar,VE,8.1222,-63.5497,80.22,75,95,9.24,overcast clouds
479,Yurimaguas,PE,-5.9,-76.0833,80.55,66,9,2.21,clear sky
480,Bambous Virieux,MU,-20.3428,57.7575,70.05,73,20,11.5,few clouds
481,Brigantine,US,39.4101,-74.3646,88.27,78,55,11.18,broken clouds
482,Aljezur,PT,37.3191,-8.8033,65.57,74,7,5.7,clear sky
483,Pokaran,IN,26.9167,71.9167,86.68,65,98,2.3,overcast clouds
484,Libreville,GA,0.3925,9.4537,77.02,83,20,6.91,few clouds
485,Obando,PH,14.7167,120.9333,81.95,81,100,1.01,overcast clouds
486,Zapolyarnyy,RU,69.4154,30.8136,52.88,89,36,2.04,scattered clouds
487,Aklavik,CA,68.2191,-135.0107,41.4,66,99,20.15,overcast clouds
488,Whakatane,NZ,-37.9585,176.9854,52.77,84,24,2.51,few clouds
489,Udachnyy,RU,66.4167,112.4,53.01,46,32,3.36,scattered clouds
490,College,US,64.8569,-147.8028,60.75,82,90,5.75,overcast clouds
491,Poum,NC,-20.2333,164.0167,72.0,70,85,20.58,overcast clouds
492,Atambua,ID,-9.1061,124.8925,71.51,77,100,5.06,overcast clouds
493,Balkhash,KZ,46.844,74.9804,58.59,59,33,5.64,scattered clouds
494,Tautira,PF,-17.7333,-149.15,84.22,67,20,17.45,few clouds
495,Preobrazheniye,RU,42.9019,133.9064,72.05,77,3,4.14,clear sky
496,New Bern,US,35.1085,-77.0441,89.85,76,20,9.22,thunderstorm
497,Yaan,NG,7.3833,8.5667,73.92,92,99,7.0,overcast clouds
498,Laguna,US,38.421,-121.4238,102.24,33,1,4.0,clear sky
499,Houston,US,29.7633,-95.3633,87.96,70,1,1.99,clear sky
500,Greenville,US,35.6127,-77.3663,90.01,61,1,4.61,clear sky
501,Hovd,MN,48.0056,91.6419,64.08,51,51,7.76,broken clouds
502,Guiratinga,BR,-16.3494,-53.7583,73.09,31,0,3.2,clear sky
503,Tura,IN,25.5198,90.2201,72.99,96,99,4.14,overcast clouds
504,Yerbogachen,RU,61.2767,108.0108,59.63,71,100,11.74,overcast clouds
505,Pangkalanbuun,ID,-2.6833,111.6167,69.4,97,100,2.08,overcast clouds
506,Kovdor,RU,67.5662,30.4758,48.51,88,44,0.94,scattered clouds
507,Gazanjyk,TM,39.2446,55.5154,84.34,17,75,8.86,broken clouds
508,Asau,RO,46.4333,26.4,67.39,90,0,3.91,clear sky
509,Labuan,MY,5.2767,115.2417,77.36,78,20,5.01,few clouds
510,Christchurch,NZ,-43.5333,172.6333,53.8,62,82,1.14,broken clouds
511,Tomatlan,MX,19.9333,-105.25,88.75,57,100,5.88,overcast clouds
512,Samarai,PG,-10.6167,150.6667,79.81,88,53,13.65,broken clouds
513,Belyy Yar,RU,53.6039,91.3903,66.09,88,40,6.71,light rain
514,Moron,AR,-34.6534,-58.6198,53.49,97,100,1.01,light rain
515,Senador Guiomard,BR,-10.1522,-67.7392,87.55,38,35,3.04,scattered clouds
516,Yeppoon,AU,-23.1333,150.7333,65.98,74,76,7.61,broken clouds
517,Mattru,SL,7.6244,-11.8332,72.63,98,96,1.54,light rain
518,Viransehir,TR,37.2353,39.7631,85.01,32,0,2.82,clear sky
519,Tucurui,BR,-3.7661,-49.6725,78.69,61,55,2.24,broken clouds
520,Collie,AU,-33.3667,116.15,46.98,75,73,13.87,broken clouds
521,Kovur,IN,14.4833,79.9833,78.66,77,98,11.95,light rain
522,Simbahan,PH,6.3032,120.5836,82.87,74,86,1.19,overcast clouds
523,Atasu,KZ,48.6814,71.6433,48.43,85,34,7.65,scattered clouds
524,Kushima,JP,31.4583,131.2333,74.71,81,6,3.78,clear sky
525,Prince George,CA,53.9166,-122.753,81.25,30,72,5.48,broken clouds
526,Oniceni,RO,46.8167,27.15,72.61,64,0,5.21,clear sky
527,Bertoua,CM,4.5833,13.6833,67.06,99,100,3.0,moderate rain
528,Kaeo,NZ,-35.1,173.7833,56.32,76,5,4.23,clear sky
529,Luangwa,ZM,-15.6167,30.4167,66.7,60,8,6.15,clear sky
530,Digha,IN,21.6833,87.55,83.39,81,78,8.37,broken clouds
531,Lakatoro,VU,-16.0999,167.4164,80.15,78,98,18.7,overcast clouds
532,Saint-Louis,SN,16.3333,-15.0,82.04,59,52,18.45,broken clouds
533,Shahabad,IN,27.65,79.95,86.22,67,100,9.73,overcast clouds
534,Port Augusta,AU,-32.5,137.7667,51.71,68,67,8.84,broken clouds
535,Medina Del Campo,ES,41.3124,-4.9141,61.79,64,100,10.4,overcast clouds
536,Dunedin,NZ,-45.8742,170.5036,46.8,65,97,11.99,overcast clouds
537,Port Hedland,AU,-20.3167,118.5667,59.05,77,13,6.91,few clouds
538,Hue,VN,16.4667,107.6,80.71,78,20,4.61,few clouds
539,Neuquen,AR,-38.9516,-68.0591,51.69,46,0,3.44,clear sky
540,Hounde,BF,11.5,-3.5167,79.66,64,48,7.38,scattered clouds
541,Aswan,EG,24.0934,32.907,87.67,21,96,9.51,overcast clouds
542,Kozmodemyansk,RU,56.3367,46.5711,65.23,94,99,3.94,overcast clouds
543,Namibe,AO,-15.1961,12.1522,64.94,85,65,6.44,broken clouds
544,Prescott,US,34.54,-112.4685,82.9,51,1,3.0,clear sky
545,Obo,CF,5.3998,26.4869,67.84,99,94,3.18,light rain
546,Santa Cruz,BO,-17.8,-63.1667,81.86,65,20,16.11,few clouds
547,Sioux Lookout,CA,50.1001,-91.917,76.8,27,35,6.69,scattered clouds
548,Atikokan,CA,48.7555,-91.6216,75.63,35,100,5.01,overcast clouds
549,Asyut,EG,27.181,31.1837,84.42,25,25,6.98,scattered clouds
550,Stanislav,UA,46.5691,32.1478,72.1,50,0,9.75,clear sky
551,Saiha,IN,22.4833,92.9667,70.57,98,95,2.04,heavy intensity rain
552,Mecca,SA,21.4267,39.8261,88.02,24,37,4.81,scattered clouds
553,Paoua,CF,7.2427,16.4406,68.07,97,99,4.5,light rain
554,Sterlibashevo,RU,53.4376,55.2578,54.43,59,1,2.95,clear sky
555,Cradock,ZA,-32.1642,25.6192,37.45,43,0,4.41,clear sky
556,Kosh-Agach,RU,50.0,88.6667,47.95,87,12,1.81,few clouds
557,Mundo Nuevo,MX,18.7,-95.5,77.79,87,100,13.53,overcast clouds
558,Conde,BR,-7.2597,-34.9075,76.46,83,20,6.91,few clouds
559,Kibala,TD,9.1104,18.3463,70.88,95,94,4.63,light rain
560,Limbang,MY,4.75,115.0,77.31,98,100,2.62,overcast clouds
561,Teguise,ES,29.0605,-13.564,66.42,83,20,24.16,few clouds
562,Burnie,AU,-41.0667,145.9167,52.83,94,100,8.5,light rain
563,Brae,GB,60.3964,-1.353,55.31,92,100,23.13,overcast clouds
564,Macduff,GB,57.6701,-2.4969,63.12,82,21,14.41,few clouds
565,Callaguip,PH,18.0714,120.4867,78.82,94,20,2.3,few clouds
566,Prainha,BR,-1.8,-53.48,78.58,76,88,3.8,overcast clouds
567,Balkanabat,TM,39.5108,54.3671,86.32,25,99,14.65,overcast clouds
568,Kapuskasing,CA,49.4169,-82.4331,68.58,58,56,1.9,broken clouds
569,Bennettsville,US,34.6174,-79.6848,91.22,57,1,3.0,clear sky
570,Samarina,RU,57.8878,27.8054,66.09,89,100,1.57,overcast clouds
571,Deming,US,32.2687,-107.7586,93.09,17,40,9.22,scattered clouds
572,Smolenka,RU,52.1352,113.4974,60.87,100,40,2.24,fog
573,Jadu,LY,31.953,12.0261,69.57,87,16,7.85,few clouds
574,Puerto Narino,CO,-3.7703,-70.3831,82.35,97,35,0.38,scattered clouds
575,Koslan,RU,63.4564,48.8989,59.58,94,100,5.1,overcast clouds
576,Mbandaka,CD,0.0487,18.2603,77.49,50,92,2.84,overcast clouds
577,Dakar,SN,14.6937,-17.4441,80.73,78,75,13.8,broken clouds
578,Palmer,US,42.1584,-72.3287,85.6,61,40,1.99,scattered clouds
579,Pierre,US,44.3683,-100.351,87.06,55,40,11.01,scattered clouds
580,Chumikan,RU,54.7183,135.315,60.96,72,100,7.31,overcast clouds
581,Seddon,AU,-37.8068,144.8916,55.67,88,75,7.0,broken clouds
582,Ewa Beach,US,21.3156,-158.0072,85.08,64,75,15.99,broken clouds
583,Opochka,RU,56.7105,28.6617,63.97,96,95,3.96,overcast clouds
584,Muravlenko,RU,63.7898,74.523,49.39,59,100,16.55,overcast clouds
585,Bamako,ML,12.65,-8.0,82.81,69,20,5.75,few clouds
586,Gazli,UZ,40.1333,63.45,75.88,23,12,14.97,few clouds
587,Santa Maria,BR,-29.6842,-53.8069,65.5,88,90,5.75,overcast clouds
588,Chandur,IN,19.7333,79.1833,75.47,95,27,6.4,scattered clouds
589,Adet,ET,11.2644,37.4888,55.45,96,100,1.59,light rain
590,Safaga,EG,26.7292,33.9365,87.15,35,70,3.89,broken clouds
591,Hambantota,LK,6.1241,81.1185,78.46,81,91,12.95,overcast clouds
592,Riyadh,SA,24.6877,46.7219,89.74,16,82,6.51,broken clouds
593,Kingston,JM,17.997,-76.7936,85.15,80,20,3.0,few clouds
594,Esperance,AU,-33.8667,121.9,49.84,66,67,34.47,light rain
595,Kendari,ID,-3.945,122.4989,73.44,96,100,3.2,moderate rain
596,Batangafo,CF,7.3008,18.2833,68.95,95,100,0.6,overcast clouds
597,Qui Nhon,VN,13.7667,109.2333,78.8,86,27,3.96,scattered clouds
598,Olinda,BR,-8.0089,-34.8553,73.13,88,75,4.61,broken clouds
599,Bosaso,SO,11.2842,49.1816,88.43,46,62,25.34,broken clouds
600,Cockburn Town,TC,21.4612,-71.1419,80.98,75,15,16.46,few clouds
601,Vicksburg,US,32.3526,-90.8779,91.63,57,20,0.0,few clouds
602,Warrensburg,US,38.7628,-93.7361,88.02,54,1,15.01,clear sky
603,Valparaiso,CL,-33.0393,-71.6273,53.83,74,0,6.91,clear sky
604,Puerto Carreno,CO,6.189,-67.4859,77.65,85,95,5.01,overcast clouds
605,Lavrentiya,RU,65.5833,-171.0,51.89,79,64,5.91,broken clouds
606,Iberia,US,29.9502,-91.7507,89.98,62,20,20.71,thunderstorm
607,Ilebo,CD,-4.3167,20.5833,68.72,35,17,1.19,few clouds
608,Baykit,RU,61.67,96.37,61.74,71,11,4.0,few clouds
609,Mandalgovi,MN,45.7625,106.2708,66.45,49,42,6.89,scattered clouds
610,Matara,LK,5.9485,80.5353,76.64,91,84,8.57,broken clouds
611,Zurrieq,MT,35.8311,14.4742,78.96,73,0,3.44,clear sky
612,Banjar,ID,-8.19,114.9675,78.66,82,97,6.85,overcast clouds
613,Mangrol,IN,21.1167,70.1167,82.09,86,94,9.15,overcast clouds
614,Plettenberg Bay,ZA,-34.0527,23.3716,51.8,52,86,5.19,overcast clouds
615,Atocha,BO,-20.9333,-66.2333,47.71,35,5,20.74,clear sky
616,Mahon,ES,39.8885,4.2658,72.16,73,20,3.44,few clouds
617,Ojinaga,MX,29.5667,-104.4167,97.57,31,40,19.57,scattered clouds
618,Gat,IL,31.61,34.7642,80.4,100,0,1.95,clear sky
619,Mackay,AU,-21.15,149.2,70.68,94,90,3.44,overcast clouds
620,Iguape,BR,-24.7081,-47.5553,66.7,74,75,5.91,broken clouds
621,Dawson Creek,CA,55.7666,-120.2362,81.34,25,55,14.41,broken clouds
622,Ladispoli,IT,41.9537,12.0735,71.53,81,1,3.42,clear sky
623,Anzio,IT,41.4853,12.6179,70.93,82,13,7.65,few clouds
624,Ileza,RU,61.0533,43.9002,62.06,68,35,0.29,scattered clouds
625,Palana,RU,59.1167,159.9667,48.25,97,100,5.08,moderate rain
626,Kwekwe,ZW,-18.9281,29.8149,53.58,82,32,10.18,scattered clouds
627,Sundumbili,ZA,-29.1337,31.3975,44.91,80,17,5.77,few clouds
628,Lorengau,PG,-2.0226,147.2712,83.97,74,67,8.08,broken clouds
629,Waynesville,US,35.4887,-82.9887,76.87,72,78,3.04,broken clouds
630,Bahir Dar,ET,11.5936,37.3908,59.97,95,100,5.46,light rain
631,Sri Aman,MY,1.2376,111.4621,73.45,94,100,4.61,overcast clouds
632,Bulawayo,ZW,-20.15,28.5833,50.14,87,99,16.13,overcast clouds
633,Narsaq,GL,60.9167,-46.05,51.84,78,18,3.58,few clouds
634,Laela,TZ,-8.5667,32.05,57.18,72,14,3.11,few clouds
635,Mareeba,AU,-17.0,145.4333,75.33,93,23,3.27,few clouds
636,Batagay-Alyta,RU,67.8006,130.4114,50.25,60,28,5.59,scattered clouds
637,Springbok,ZA,-29.6643,17.8865,40.08,36,0,7.56,clear sky
638,Aksha,RU,50.2814,113.2867,62.64,82,2,3.69,clear sky
639,Toppenish,US,46.3774,-120.3087,103.01,15,0,9.57,clear sky
640,Hobyo,SO,5.3505,48.5268,76.69,82,52,26.31,broken clouds
641,Agua Branca,BR,-5.8922,-42.6361,87.13,32,62,8.72,broken clouds
642,Okha,RU,53.5739,142.9478,69.31,60,7,10.71,clear sky
643,Darab,IR,28.7519,54.5444,86.5,35,84,6.4,broken clouds
644,Tucumcari,US,35.1717,-103.725,93.04,27,1,20.71,clear sky
645,Kenai,US,60.5544,-151.2583,65.03,77,90,10.36,overcast clouds
646,Tete,MZ,-16.1564,33.5867,75.29,64,40,16.11,scattered clouds
647,Adrar,MR,20.5022,-10.0711,96.3,22,42,18.21,scattered clouds
648,Neiafu,TO,-18.65,-173.9833,81.28,78,40,6.91,light rain
649,Basco,PH,20.4487,121.9702,84.31,76,90,12.01,overcast clouds
650,Ranong,TH,9.9658,98.6348,77.29,88,100,5.64,overcast clouds
651,Rio Gallegos,AR,-51.6226,-69.2181,35.65,93,75,10.36,light rain
652,Komsomolskiy,UZ,40.4272,71.7189,75.92,43,24,2.3,few clouds
653,Kutum,SD,14.2,24.6667,77.25,52,100,6.24,overcast clouds
654,Canyon,US,34.9803,-101.9188,90.46,40,57,22.24,broken clouds
655,Sandnessjoen,NO,66.0217,12.6316,61.57,86,96,5.46,overcast clouds
656,Damphu,BT,27.0721,90.1096,69.87,97,100,1.36,overcast clouds
657,Bumba,CD,2.1833,22.4667,73.04,80,92,1.28,overcast clouds
658,Haag,NL,52.0767,4.2986,66.13,95,90,4.0,overcast clouds
659,Ourem,PT,39.6417,-8.5919,71.91,84,91,5.14,overcast clouds
660,Aripuana,BR,-9.1667,-60.6333,79.29,42,7,0.87,clear sky
661,Farafangana,MG,-22.8167,47.8333,66.24,90,31,3.78,light rain
662,Quebec,CA,46.8123,-71.2145,77.2,70,99,1.01,overcast clouds
663,Kochevo,RU,59.5994,54.3125,59.5,63,91,4.07,overcast clouds
664,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,12.66,few clouds
665,Singkawang,ID,0.9,109.0,73.54,86,100,4.18,overcast clouds
666,Dayong,CN,25.0209,118.2898,82.08,88,31,1.63,scattered clouds
667,Takoradi,GH,4.8845,-1.7554,76.55,84,96,9.69,light rain
668,Xining,CN,36.6167,101.7667,57.92,74,69,3.09,broken clouds
669,Leh,IN,34.1667,77.5833,58.51,56,19,5.44,few clouds
670,Shingu,JP,33.7333,135.9833,79.92,80,82,2.55,broken clouds
671,Saravan,AM,39.7196,45.6483,59.65,75,100,6.58,overcast clouds
672,Sisimiut,GL,66.9395,-53.6735,43.61,92,92,7.65,overcast clouds
673,Cap Malheureux,MU,-19.9842,57.6142,70.29,63,74,15.68,broken clouds
674,Poronaysk,RU,49.2167,143.1167,61.74,91,100,6.11,overcast clouds
675,Krasne,UA,49.9145,24.6134,74.55,84,29,6.24,scattered clouds
676,Jalu,LY,29.0331,21.5482,84.06,33,41,10.0,scattered clouds
677,Araouane,ML,18.9048,-3.5265,95.7,26,0,16.49,clear sky
678,Xinyu,CN,27.8043,114.9334,80.49,79,74,3.29,broken clouds
679,Cuamba,MZ,-14.8031,36.5372,62.6,80,24,5.53,few clouds
680,Mariakani,KE,-3.8633,39.4736,73.49,96,7,5.88,clear sky
681,Faisalabad,PK,31.4167,73.0833,90.45,54,72,4.65,broken clouds
682,Jasper,US,37.2001,-94.3502,89.53,52,1,5.99,clear sky
683,Bonthe,SL,7.5264,-12.505,76.24,87,100,5.88,overcast clouds
684,Amarpur,IN,25.0333,86.9,82.53,80,96,7.16,overcast clouds
685,Bose,IT,45.4612,8.0137,64.94,91,100,6.13,overcast clouds
686,Meadow Lake,US,34.8014,-106.5436,86.77,29,84,6.33,broken clouds
687,Peace River,CA,56.2501,-117.286,90.36,25,27,9.66,scattered clouds
688,Ketchikan,US,55.3422,-131.6461,59.47,67,75,9.22,broken clouds
689,Ugra,RU,54.7777,34.3267,67.05,86,85,5.17,overcast clouds
690,Abu Kamal,SY,34.4506,40.9171,89.91,29,0,23.76,clear sky
691,Iraan,US,30.914,-101.8979,90.16,29,0,8.01,clear sky
692,Dilla,ET,6.41,38.31,59.25,93,92,2.8,overcast clouds
693,Soldotna,US,60.4878,-151.0583,64.96,75,20,10.36,few clouds
694,Palu,ID,-0.8917,119.8707,76.44,96,100,1.63,overcast clouds
695,Denton,US,33.2001,-97.1336,93.34,53,20,3.0,few clouds
696,Sola,VU,-13.8833,167.55,81.27,78,75,9.22,broken clouds
